Series ID,Year,Period,Label,Value
CUSR0000SA0L1E,2000,M01,2000 Jan,179.3
CUSR0000SA0L1E,2000,M02,2000 Feb,179.4
CUSR0000SA0L1E,2000,M03,2000 Mar,180.0
CUSR0000SA0L1E,2000,M04,2000 Apr,180.3
CUSR0000SA0L1E,2000,M05,2000 May,180.7
CUSR0000SA0L1E,2000,M06,2000 Jun,181.1
CUSR0000SA0L1E,2000,M07,2000 Jul,181.5
CUSR0000SA0L1E,2000,M08,2000 Aug,181.9
CUSR0000SA0L1E,2000,M09,2000 Sep,182.3
CUSR0000SA0L1E,2000,M10,2000 Oct,182.6
CUSR0000SA0L1E,2000,M11,2000 Nov,183.1
CUSR0000SA0L1E,2000,M12,2000 Dec,183.3
CUSR0000SA0L1E,2001,M01,2001 Jan,183.9
CUSR0000SA0L1E,2001,M02,2001 Feb,184.4
CUSR0000SA0L1E,2001,M03,2001 Mar,184.7
CUSR0000SA0L1E,2001,M04,2001 Apr,185.1
CUSR0000SA0L1E,2001,M05,2001 May,185.3
CUSR0000SA0L1E,2001,M06,2001 Jun,186.0
CUSR0000SA0L1E,2001,M07,2001 Jul,186.4
CUSR0000SA0L1E,2001,M08,2001 Aug,186.7
CUSR0000SA0L1E,2001,M09,2001 Sep,187.1
CUSR0000SA0L1E,2001,M10,2001 Oct,187.4
CUSR0000SA0L1E,2001,M11,2001 Nov,188.1
CUSR0000SA0L1E,2001,M12,2001 Dec,188.4
CUSR0000SA0L1E,2002,M01,2002 Jan,188.7
CUSR0000SA0L1E,2002,M02,2002 Feb,189.1
CUSR0000SA0L1E,2002,M03,2002 Mar,189.2
CUSR0000SA0L1E,2002,M04,2002 Apr,189.7
CUSR0000SA0L1E,2002,M05,2002 May,190.0
CUSR0000SA0L1E,2002,M06,2002 Jun,190.2
CUSR0000SA0L1E,2002,M07,2002 Jul,190.5
CUSR0000SA0L1E,2002,M08,2002 Aug,191.1
CUSR0000SA0L1E,2002,M09,2002 Sep,191.3
CUSR0000SA0L1E,2002,M10,2002 Oct,191.5
CUSR0000SA0L1E,2002,M11,2002 Nov,191.9
CUSR0000SA0L1E,2002,M12,2002 Dec,192.1
CUSR0000SA0L1E,2003,M01,2003 Jan,192.4
CUSR0000SA0L1E,2003,M02,2003 Feb,192.5
CUSR0000SA0L1E,2003,M03,2003 Mar,192.5
CUSR0000SA0L1E,2003,M04,2003 Apr,192.5
CUSR0000SA0L1E,2003,M05,2003 May,192.9
CUSR0000SA0L1E,2003,M06,2003 Jun,193.0
CUSR0000SA0L1E,2003,M07,2003 Jul,193.4
CUSR0000SA0L1E,2003,M08,2003 Aug,193.6
CUSR0000SA0L1E,2003,M09,2003 Sep,193.7
CUSR0000SA0L1E,2003,M10,2003 Oct,194.0
CUSR0000SA0L1E,2003,M11,2003 Nov,194.0
CUSR0000SA0L1E,2003,M12,2003 Dec,194.2
CUSR0000SA0L1E,2004,M01,2004 Jan,194.6
CUSR0000SA0L1E,2004,M02,2004 Feb,194.9
CUSR0000SA0L1E,2004,M03,2004 Mar,195.5
CUSR0000SA0L1E,2004,M04,2004 Apr,195.9
CUSR0000SA0L1E,2004,M05,2004 May,196.2
CUSR0000SA0L1E,2004,M06,2004 Jun,196.6
CUSR0000SA0L1E,2004,M07,2004 Jul,196.8
CUSR0000SA0L1E,2004,M08,2004 Aug,196.9
